,racquet_url,racquet_img,racquet_name,racquet_rating,racquet_rating_count,racquet_price,racquet_description,racquet_swingweight,racquet_composition,racquet_power_level,racquet_stroke_style,racquet_swing_speed,racquet_colors,racquet_grip_type,racquet_brand,racquet_id,racquet_head_size_sq_in,racquet_length_in,racquet_strung_weight_oz,racquet_balance_in,racquet_balance_HH_HL,racquet_stiffness,racquet_avg_beam_width,racquet_mains,racquet_crosses,racquet_tension_lower,racquet_tension_upper
69,https://www.tennis-warehouse.com/Wilson_Blade_98_18x20_v9/descpageRCWILSON-WB18V.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WB18V-1.jpg&nw=455,Wilson Blade 98 18x20 v9,4.6,11.0,269.0,"Updated with a more stable construction for 2024, this classic racquet offers the kind of control and feel that never gets old Introducing the Blade 98 18x20 v9 ! Defined by its dense 18x20 string pattern and flexible box beam, this update delivers the laser-like targeting and phenomenal ball feedback that has drawn generations of players to the Blade family. It also packs a 330 swingweight, enabling it to comfortably redirect higher levels of pace while also giving experienced players enough mass to drive the ball through the court. As with the previous generation, the Blade 98 18x20 v9 incorporates Direct Connect Technology , fusing the butt cap directly to the carbon fiber handle for increased stability. It also retains Wilson's FortyFive layup technology, which increases lateral flexibility to complement the explosive vertical mechanics of the modern game. New for 2024 is StableFeel technology, which introduces a slightly firmer construction for greater stability and easier access to power. Experienced ball strikers will appreciate the new Clip & Go grommet system, which not only locks down the bumper but also makes for easier grommet replacement. Ultimately, with subtle updates to the feel and response, the Blade 98 18x20 v9 continues to be an obvious option for experienced players looking for control and feel.",330.0,Basalt/Braided Graphite,Low,Full,Fast,Green,Wilson Pro Performance,Wilson,descpageRCWILSON-WB18V,98.0,27.0,11.4,13.0,4.0,60.0,21.0,18.0,20.0,50.0,60.0
70,https://www.tennis-warehouse.com/Wilson_Blade_98S_v9/descpageRCWILSON-WB98SV.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WB98SV-1.jpg&nw=455,Wilson Blade 98S v9,5.0,3.0,269.0,"This spin machine has outstanding feel Wilson adds another chapter to their most spin-friendly Blade! With its unique 18x16 string pattern, the Blade 98S v9 is engineered to snap the ball out of the string bed with extra ball rotation, making it ideal for players who prefer to hit with heavy spin. It also has a 21mm box beam and flexible construction, giving it the iconic control and feel for which the Blade franchise is known. As with the previous generation, this update incorporates Direct Connect Technology , fusing the butt cap directly to the carbon fiber handle for increased stability. It also retains Wilson's FortyFive layup technology, which enhances lateral flexibility to complement the explosive vertical mechanics of the modern game (think easy spin). Other technologies include StableFeel , which stiffens the beam in key locations to provide greater torsional stability and easier access to power. Ultimately, with subtle changes to the feel and response, this racquet continues to be an obvious choice for experienced players who want a great feeling racquet that brings the ball down on a dime.",324.0,Braided Graphite & Basalt,Low-Medium,Full,Fast,Green,Wilson Sublime,Wilson,descpageRCWILSON-WB98SV,98.0,27.0,11.0,13.18,3.0,61.0,21.0,18.0,16.0,50.0,60.0
71,https://www.tennis-warehouse.com/Wilson_Blade_100_v9/descpageRCWILSON-WB1009.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WB1009-1.jpg&nw=455,Wilson Blade 100 v9,4.7,27.0,269.0,"Updated with a more stable construction for 2024 Introducing the Blade 100 v9 ! In addition to being slightly more powerful and forgiving than the Blade 98 16x19, this 2024 update delivers impressive command over the ball . It also packs a flexible 60-RA beam, giving it arm-friendly comfort and outstanding ball feedback . With its 16x19 string pattern, spin comes easy, and the speedy sub-325 swingweight makes it great for hitting shots on the run or reacting quickly at net. Like its predecessor, this update incorporates Direct Connect Technology , fusing the butt cap directly to the carbon fiber handle for increased stability. It also retains Wilson's FortyFive layup technology, which increases lateral flexibility to complement the explosive vertical mechanics of the modern game (think heavy ball). New for 2024 is StableFeel technology, which introduces a slightly firmer layup for greater stability and easier access to power. Experienced ball strikers will appreciate the new Clip & Go grommet system, which not only locks down the bumper, but also makes for easier grommet replacement. Ultimately, with minor tweaks to the feel and response the Blade 100 continues to be a solid option for those who want a maneuverable player's racquet with controllable power and great feel.",322.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Green,Wilson Pro Performance,Wilson,descpageRCWILSON-WB1009,100.0,27.0,11.2,13.0,4.0,60.0,22.0,16.0,19.0,50.0,60.0
72,https://www.tennis-warehouse.com/Wilson_Blade_100L_v9/descpageRCWILSON-WB100L.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WB100L-1.jpg&nw=455,Wilson Blade 100L v9,4.9,10.0,249.0,"Raw speed meets spin-friendly targeting and great feel With this update to the Blade 100L, Wilson enhances stability while keeping the outstanding all-around playability of the previous generation. At under 11 ounces strung, the Blade 100L v9 comes around fast, making it easier for rising intermediate players to address the ball with confidence or react quickly when the pressure is on. As with other members of the Blade family the 100L offers the kind of precision that inspires confidence on full swings. Like its predecessor, this update incorporates Direct Connect Technology , fusing the butt cap directly to the carbon fiber handle for increased stability. It also retains Wilson's FortyFive layup technology, which increases lateral flexibility to complement the explosive vertical mechanics of the modern game (think easy spin). New for 2024 is StableFeel technology, which introduces a slightly firmer layup for greater stability and easier access to power. Experienced ball strikers will appreciate the new Clip & Go grommet system, which not only locks down the bumper but also makes for easier grommet replacement. Ultimately, with incremental tweaks to the feel and response the Blade 100L offers a user-friendly entry point into the iconic control and feel of the Blade franchise.",308.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Green,Wilson Pro Performance,Wilson,descpageRCWILSON-WB100L,100.0,27.0,10.6,13.28,2.0,69.0,22.0,16.0,19.0,50.0,60.0
73,https://www.tennis-warehouse.com/Wilson_Blade_100UL_v9/descpageRCWILSON-WB10UL.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WB10UL-1.jpg&nw=455,Wilson Blade 100UL v9,5.0,2.0,249.0,"Updated with a more stable construction for 2024 As the lightest member of the Blade family, the Blade 100UL v9 gives dedicated beginners and early intermediate players a user-friendly weapon for mastering stroke mechanics and developing confidence. As with the previous generation this update puts the iconic control and feel of the Blade franchise into an extremely maneuverable package . In addition to making it easier for you to generate pace and spin, this racquet's quick handling will help you react quickly when the pressure is on. It also offers the kind of precision that inspires confidence on full cuts or when selecting ambitious targets. Like its predecessor, this update incorporates Direct Connect Technology , fusing the butt cap directly to the carbon fiber handle for increased stability. It also retains Wilson's FortyFive layup technology, which increases lateral flexibility to complement the explosive vertical mechanics of the modern game. New for 2024 is StableFeel technology, which introduces a slightly firmer layup for greater stability and easier access to power. Ultimately, the Blade 100UL provides an extremely user-friendly tool for learning the game and rising to the next level.",304.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Green,Wilson Pro Performance,Wilson,descpageRCWILSON-WB10UL,100.0,27.0,10.0,13.38,1.0,65.0,22.0,16.0,19.0,50.0,60.0
74,https://www.tennis-warehouse.com/Wilson_Blade_104_v9/descpageRCWILSON-WB104.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WB104-1.jpg&nw=455,Wilson Blade 104 v9,5.0,17.0,269.0,"This uniquely fast extended length racquet combines high comfort with easy power Introducing the Blade 104 v9! Defined by its generous 104 in² head size, this is the most forgiving and powerful member of the Blade family. In addition to its extended 27.5"" length (which provides easier power on groundies and serves), the Blade 104 packs enough spin potential to bring the ball down on target. As with the previous generation, this update is extremely maneuverable for an extended length racquet, making it great for scrambling on defense, hitting shots on the run or reacting quickly at net. Like its predecessor, this update incorporates Direct Connect Technology , fusing the butt cap directly to the carbon fiber handle for increased stability. It also retains Wilson's FortyFive layup technology, which enhances lateral flexibility to complement the explosive vertical mechanics of the modern game (think heavy ball). New for 2024 is StableFeel technology, which introduces a slightly firmer layup for greater stability and easier access to power. Experienced ball strikers will appreciate the new Clip & Go grommet system, which not only locks down the bumper but also makes for easier grommet replacement. Ultimately, with minor tweaks to the feel and response, this update continues to be a great option for players who want the precision and feel of a Blade but in a more forgiving and powerful package.",311.0,Basalt/Braided Graphite,Low-Medium,Medium-Full,Medium-Fast,Green,Wilson Pro Performance,Wilson,descpageRCWILSON-WB104,104.0,27.5,10.8,12.99,6.0,64.0,22.0,16.0,19.0,50.0,60.0
75,https://www.tennis-warehouse.com/Wilson_RF_01_Pro/descpageRCWILSON-WRFPR.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WRFPR-1.jpg&nw=455,Wilson RF 01 Pro,4.5,39.0,349.0,"Federer's latest masterpiece is a versatile all-court weapon Initially designed for the twilight of his playing career, the RF 01 Pro underwent exhaustive testing and tweaking by Federer, bearing the mark of insights gleaned over one of the most remarkable careers in tennis history. Compared to his RF97 Autograph, the RF 01 Pro has a slightly more forgiving head size, along with a lighter weight and thicker, more aerodynamic beam construction. The upshot is a more explosive weapon, one that is better suited to the speed, spin, and pop of the modern game. This racquet's design is appropriately named SABR, a moniker that epitomizes Federer's attacking style. It includes a powerful carbon fiber layup with Braid FORTYFIVE technology to enhance both dwell time and pocketing while helping the racquet bend in ways that complement the vertical mechanics of the modern game (think spin). It also features foam throughout the racquet to deliver a more solid feel, coupled with a reinforced shaft and yoke for more torsional stability (think less racquet flopping on volleys). Ultimately, the RF 01 Pro is not only a great snapshot of Federer’s evolution; it's also hard to put down.",331.0,Carbon +Carbon Braid,Low-Medium,Medium-Full,Medium-Fast,Black,Leather,Wilson,descpageRCWILSON-WRFPR,98.0,27.0,11.9,12.75,6.0,67.0,22.733333333333334,16.0,19.0,50.0,60.0
76,https://www.tennis-warehouse.com/Wilson_RF_01/descpageRCWILSON-WRF1R.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WRF1R-1.jpg&nw=455,Wilson RF 01,4.5,19.0,329.0,"This intermediate-friendly version of the RF Collection combines quick handling with controllable power and great feel Introducing the RF 01 ! Designed in collaboration with Roger Federer, this racquet reflects insights accumulated over one of the most legendary careers in tennis history. Featuring the same frame geometry and technologies as Federer's RF 01 Pro, this racquet combines spin-friendly precision with an arm-friendly stiffness of 64-RA. At roughly 11.2 ounces strung, the RF 01 is perfectly weighted for intermediate players; it will also appeal to the advanced ball striker looking for a speedy all-court weapon or a platform for customization. This racquet's design is appropriately named SABR , a name the epitomizes Federer's attacking style. It includes a powerful carbon fiber layup with Braid FORTYFIVE technology to enhance both dwell time and pocketing while helping the racquet bend in ways that complement the vertical mechanics of the modern game (think spin). It also features foam throughout the racquet to deliver a more solid feel along with a reinforced shaft and yoke for more torsional stability through impact (think less racquet flopping on volleys). Ultimately, this companion to Federer's RF Pro is defined by its quick handling and controllable power. The arm-friendly flex point is a nice bonus.",319.0,Carbon +Carbon Braid,Low-Medium,Medium-Full,Medium-Fast,Black,Pro Performance,Wilson,descpageRCWILSON-WRF1R,98.0,27.0,11.2,12.85,5.0,64.0,22.733333333333334,16.0,19.0,50.0,60.0
77,https://www.tennis-warehouse.com/Wilson_RF_01_Future/descpageRCWILSON-WRFFR.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WRFFR-1.jpg&nw=455,Wilson RF 01 Future,4.7,6.0,309.0,"This racquet's easy acceleration and user-friendly targeting make it perfect for mastering stroke fundamentals Introducing the RF 01 Future, the lightest member of the RF Collection. Stamped with insights from Federer's legendary career, the RF 01 Future puts the geometry and technologies of Federer's RF 01 Pro into a very maneuverable package, making it easy for dedicated beginners and early intermediate players to swing confidently. This racquet should also appeal to the junior player ready to transition to an adult-sized frame. In addition to its quick handling and arm-friendly stiffness rating, the Future packs a 98-square-inch head, providing the kind of accuracy that breeds confidence when the set score tightens. This racquet's design is appropriately named SABR , a moniker epitomizing Federer's attacking style. Under the hood, it includes a powerful carbon fiber layup with Braid FORTYFIVE technology to enhance both dwell time and pocketing while helping the racquet bend in ways that complement the vertical mechanics of the modern game. It also features foam throughout the racquet to deliver a more solid feel, along with a reinforced shaft and yoke for more torsional stability through impact (think less racquet flopping on volleys). Ultimately, the RF 01 Future gives the next generation of players a great tool for mastering stroke mechanics and rising to the next level.",301.0,Carbon +Carbon Braid,Low-Medium,Medium-Full,Medium-Fast,Black,Wilson Pro Performance,Wilson,descpageRCWILSON-WRFFR,98.0,27.0,10.4,13.0,4.0,64.0,22.733333333333334,16.0,19.0,50.0,60.0
78,https://www.tennis-warehouse.com/Wilson_Blade_Pro_98_16x19_v10/descpageRCWILSON-WB98P1.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WB98P1-1.jpg&nw=455,Wilson Blade Pro 98 16x19 v10,5.0,1.0,299.0,"Updated with a new cosmetic for 2026, this standout from Wilson Pro Labs combines spin-friendly targeting with impressive stability and feel Introducing the Blade Pro 16x19 v10 ! Updated with a new cosmetic for 2026, this racquet features a pro tour mold with specs that make it ideal for experienced players. With its near 340 swingweight, the Blade Pro feels rock solid on groundstrokes and volleys, while also providing impressive power to those who can leverage its mass. It also has a buttery 61-RA, giving it outstanding feel and ball feedback. Compared to the Blade Pro 18x20, this racquet offers a slightly higher launch angle for easier depth, along with enough spin-potential to bring the ball down sharply. Ultimately, this racquet's Pro Lab pedigree makes it a great collectible. The fact that it delivers an outstanding hitting experience means it will likely spend more time on the court than the wall.",337.0,Braided Aramid/Graphite,Low,Full,Fast,Green,Wilson Pro Performance,Wilson,descpageRCWILSON-WB98P1,98.0,27.0,11.4,13.18,3.0,61.0,21.5,16.0,19.0,47.0,57.0
79,https://www.tennis-warehouse.com/Wilson_Blade_Pro_98_18x20_v10/descpageRCWILSON-WB98P8.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WB98P8-1.jpg&nw=455,Wilson Blade Pro 98 18x20 v10,,,299.0,"This classic from Wilson Pro Labs combines surgical control with impressive plow through and stability Updated with a new cosmetic for 2026 , the Blade Pro 18x20 v10 is a gift to experienced players and racquet junkies. Beneath this racquet's paint job is an iconic Wilson mold, making it a great addition to any racquet collection. But the Blade Pro is more than a collectible. It delivers a laser-like trajectory on groundstrokes, making it perfect for those who like driving the ball through the court. Factor in the high swingweight, and you have impressive pop on full cuts. It also packs a buttery 60 RA stiffness and classic box beam, giving it the kind of feel that is sorely lacking in today's modern player's racquet. At impact, the Blade Pro 18x20 is unfazed by pace, giving it a rock-solid feel on volleys and making it great for trading heavy balls with big hitters. In addition to its undeniable stability and plow-through, this racquet's touch will enable you to drop the ball on a dime. Ultimately, the Blade Pro 18x20 v10 is a great option for advanced players looking for a classic racquet with surgical control and tour-level stability.",341.0,Braided Aramid/Graphite,Low,Full,Fast,Green,Wilson Pro Performance,Wilson,descpageRCWILSON-WB98P8,98.0,27.0,11.4,13.18,3.0,60.0,21.5,18.0,20.0,47.0,57.0
80,https://www.tennis-warehouse.com/Wilson_Blade_Pro_98_16x19_v9/descpageRCWILSON-WBPRO6.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WBPRO6-1.jpg&nw=455,Wilson Blade Pro 98 16x19 v9,4.8,15.0,269.0,"This rare gem from Wilson Pro Labs combines surgical targeting with outstanding feel and tour level stability Introducing the Blade Pro 16x19 v9! Beneath this racquet's paint job lies one of Wilson's most impressive pro tour molds. In addition to delivering surgical targeting on full cuts, the Blade Pro, by minimizing the technology between player and ball, provides the kind of direct ball feedback that elite players crave. Additional features include a 335+ swingweight, giving it enough plow-through to redirect the pace of a big hitter. In addition to allowing advanced players to hit a heavy, spin-loaded ball, the Blade Pro delivers impressive power to those who can leverage its mass. A must-have for racquet collectors and Blade fans, the Blade Pro offers an unmatched hitting experience. Get yours while supplies last.",337.0,Graphite,Low,Full,Fast,Green,Wilson Pro Performance,Wilson,descpageRCWILSON-WBPRO6,98.0,27.0,11.4,13.18,3.0,61.0,21.5,16.0,19.0,50.0,60.0
81,https://www.tennis-warehouse.com/Wilson_Blade_Pro_98_18x20_v9/descpageRCWILSON-WBPROV.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WBPROV-1.jpg&nw=455,Wilson Blade Pro 98 18x20 v9,5.0,7.0,269.0,"Laser-like precision meets outstanding feel and impressive plow through The Blade Pro 18x20 v9 is no ordinary piece of graphite. Lying beneath its impressive cosmetic is one of Wilson's iconic racquet molds. With its pro tour pedigree, the Blade Pro delivers a laser-like trajectory, making it easy to swing big and target the lines. By minimizing the technology between player and ball, this stick delivers the kind of direct feedback that advanced players crave. In addition to providing impressive stability and plow-through, this racquet's touch will enable you to drop the ball on a dime. Not only is it a great addition to your racquet collection, but it also offers an outstanding hitting experience.",341.0,Graphite,Low,Full,Fast,Green,Wilson Pro Performance,Wilson,descpageRCWILSON-WBPROV,98.0,27.0,11.4,13.18,3.0,60.0,21.5,18.0,20.0,50.0,60.0
82,https://www.tennis-warehouse.com/Wilson_Ultra_Pro_16x19_v4/descpageRCWILSON-WUPRO6.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WUPRO6-1.jpg&nw=455,Wilson Ultra Pro 16x19 v4,4.8,16.0,159.0,"Straight outta Wilson Pro Labs! Introducing the Ultra Pro 16x19 v4! This classic from Wilson Pro Labs blends modern speed with impressive pocketing and spin-friendly precision. Specs include a control oriented 97in² head with a 20.6mm beam and an open 16x19 string pattern. In addition to its buttery 62-RA, the Ultra Pro comes with the kind of spin-friendly precision that will allow you to target the lines. It also packs a zippy intermediate-friendly swingweight, making it great for hitting shots on the run or reacting quickly at net. Advanced players looking for more plow-through and pop will find a great platform for customization. All in all, by combining classic control and feel with modern speed and spin, Wilson has produced an extremely versatile and user-friendly player's racquet. Specs based on 2 samples",317.0,Graphite,Low,Full,Fast,Blue,Wilson Sublime,Wilson,descpageRCWILSON-WUPRO6,97.0,27.0,11.4,12.76,6.0,62.0,20.6,16.0,19.0,50.0,60.0
83,https://www.tennis-warehouse.com/Wilson_Ultra_Pro_18x20_v4/descpageRCWILSON-WUPRO8.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WUPRO8-1.jpg&nw=455,Wilson Ultra Pro 18x20 v4,4.5,13.0,159.0,"This gem from Wilson Pro Labs combines modern speed with classic control and feel Introducing the Wilson Ultra Pro 18x20 v4 !  Originally released as the Ultra Tour in 2017, this gem from Wilson's Pro Lab combines modern speed with a classic feel and outstanding control. Boasting a dense 18x20 string pattern along with a thin 20.6mm beam and buttery 62-RA, this stick will give you the sublime feedback and raw precision of a traditional player's racquet. Also noteworthy is this racquet's speed, making it one of the most user-friendly options in its class. Ultimately, by combining the laser-like trajectory of a traditional string pattern with a surgical 97in² head  and sub-320 swingweight, Wilson has created a racquet with a seductive combination of control, feel and maneuverability. In addition to being a great option for intermediates who are looking for a more accessible control racquet, the Ultra Pro makes a great customization platform for advanced ball strikers. Specs based on 2 samples",319.0,Graphite,Low,Full,Fast,Blue,Wilson Pro Performance,Wilson,descpageRCWILSON-WUPRO8,97.0,27.0,11.4,12.76,6.0,62.0,20.6,18.0,20.0,50.0,60.0
84,https://www.tennis-warehouse.com/Wilson_Ultra_99_Pro_v5/descpageRCWILSON-WU99P5.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WU99P5-1.jpg&nw=455,Wilson Ultra 99 Pro v5,4.8,4.0,299.0,"Experienced players looking to overwhelm their opponents with power and spin will love this new addition to the Ultra family Introducing the Ultra 99 Pro ! With this racquet, Wilson digs into the archive, using the same mold as the popular Steam 99. Defined by its stiff and tapered beam, the Ultra 99 Pro is a study in power and stability. It also features an open 16x18 string pattern, giving you the tools to hit heavy, spin-loaded shots. Other features include a 330 swingweight, which not only helps keep the racquet steady against big hitters but also delivers impressive power to those who can leverage its mass. Technologies include Wilson's revolutionary SI3D layup technology, which helps give this powerful racquet enhanced pocketing and spin. This stick also features inner hoop power grooves to increase the ability of the strings to absorb shock and transfer energy to the ball. Ultimately, this new addition to the Ultra family delivers an impressive combination of power, spin, and plow-through. Experienced players looking to overwhelm their opponents with power and spin will love this one.",330.0,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Blue,Wilson Pro Performance,Wilson,descpageRCWILSON-WU99P5,99.0,27.0,11.4,13.17,3.0,69.0,22.333333333333332,16.0,18.0,50.0,60.0
85,https://www.tennis-warehouse.com/Wilson_Clash_100_v3_BA_Racquet/descpageRCWILSON-WCBAR.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WCBAR-1.jpg&nw=455,Wilson Clash 100 v3 B&A Racquet,,,299.0,"Wilson recaptures the magical feel of the original version Wilson creates a special cosmetic featuring delicate flowers to bring style and fun to the court. Defined by its uniquely flexible beam, the Clash 100 V3 pairs best-of-class comfort with spin-friendly targeting and ultra-quick handling. With its sub-315 swingweight, this stick is great for scrambling on defense, whipping up spin, and hitting winners on the run. It also comes around fast at net, making it easy to spring into action when opportunity knocks. For 2025, in addition to tightening spec tolerances, Wilson refines the proprietary layup technology that gives the Clash such a uniquely comfortable and responsive feel. It's called SI3D , and it increases horizontal bending (for added dwell time, pocketing, and control) while maximizing vertical bending (for easier access to spin). Additionally, Wilson adds Hit Stabilizer technology for greater torsional stability, resulting in easier access to power and less racquet wobbling on off-center impact. Other updates include minor tweaks to the geometry in the shaft and yoke to facilitate multidirectional bending. By recapturing the magical feel of the original version, this third generation of the Clash 100 checks all the right boxes. Intermediate and advanced players looking for explosive speed, spin-friendly targeting, and arm-friendly comfort will love this one.",308.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Black/Red,Wilson Pro Performance,Wilson,descpageRCWILSON-WCBAR,100.0,27.0,11.0,12.59,7.0,54.0,24.5,16.0,19.0,50.0,60.0
86,https://www.tennis-warehouse.com/Wilson_Clash_100_Pro_v3/descpageRCWILSON-CL1P3V.html,https://img.tennis-warehouse.com/watermark/rs.php?path=CL1P3V-1.jpg&nw=455,Wilson Clash 100 Pro v3,4.3,16.0,299.0,"Updated with a softer feel, the Clash Pro V3 combines arm-friendly comfort with phenomenal command over the ball Defined by its plush comfort and controllable power, the third generation of the Clash Pro recaptures the buttery feel of the inaugural version, launched in 2019. As the heaviest model in the series, the Clash Pro V3 isn't as quick as the Clash 100, but it provides more than enough speed for aggressive all-court play. What separates it from its lighter siblings can be measured in plow through and power, making this racquet better at redirecting the pace of a big hitting opponent or driving the ball through the court. Although not as precise as a Blade, this stick provides impressive control on full cuts. For 2025, in addition to tightening spec tolerances, Wilson refines the proprietary layup technology that gives the Clash such a uniquely comfortable and responsive feel. It's called SI3D , and it increases horizontal bending (for added dwell time, pocketing, and control) while maximizing vertical bending (for easier access to spin). Additionally, Wilson adds Hit Stabilizer technology for greater torsional stability, resulting in easier access to power and less racquet wobbling on off-center impact. Other updates include minor tweaks to the geometry in the shaft and yoke to facilitate multidirectional bending. Together, these features translate into a uniquely comfortable modern player's racquet, one that combines outstanding touch with easy targeting on powerful cuts. The fact that it recaptures the exceptional feel and pocketing of the original version is a nice bonus.",327.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Black/Red,Wilson Pro Performance,Wilson,descpageRCWILSON-CL1P3V,100.0,27.0,11.4,12.59,7.0,57.0,24.5,16.0,20.0,50.0,60.0
87,https://www.tennis-warehouse.com/Wilson_Clash_100_v3/descpageRCWILSON-CL103V.html,https://img.tennis-warehouse.com/watermark/rs.php?path=CL103V-1.jpg&nw=455,Wilson Clash 100 v3,4.8,20.0,299.0,"Wilson recaptures the magical feel of the original version Wilson adds another chapter to one of the game's most comfortable modern player's racquets. Defined by its uniquely flexible beam, the Clash 100 V3 pairs best-of-class comfort with spin-friendly targeting and ultra-quick handling. With its sub-315 swingweight, this stick is great for scrambling on defense, whipping up spin, and hitting winners on the run. It also comes around fast at net, making it easy to spring into action when opportunity knocks. For 2025, in addition to tightening spec tolerances, Wilson refines the proprietary layup technology that gives the Clash such a uniquely comfortable and responsive feel. It's called SI3D , and it increases horizontal bending (for added dwell time, pocketing, and control) while maximizing vertical bending (for easier access to spin). Additionally, Wilson adds Hit Stabilizer technology for greater torsional stability, resulting in easier access to power and less racquet wobbling on off-center impact. Other updates include minor tweaks to the geometry in the shaft and yoke to facilitate multidirectional bending. By recapturing the magical feel of the original version, this third generation of the Clash 100 checks all the right boxes. Intermediate and advanced players looking for explosive speed, spin-friendly targeting, and arm-friendly comfort will love this one.",308.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Black/Red,Wilson Pro Performance,Wilson,descpageRCWILSON-CL103V,100.0,27.0,11.0,12.59,7.0,54.0,24.5,16.0,19.0,50.0,60.0
88,https://www.tennis-warehouse.com/Wilson_Clash_100_v3_Roland_Garros/descpageRCWILSON-WC1RG6.html,https://img.tennis-warehouse.com/watermark/rs.php?path=WC1RG6-1.jpg&nw=455,Wilson Clash 100 v3 Roland Garros,4.8,20.0,299.0,"Wilson celebrates the legendary clay of Roland Garros with this version of the Clash 100 v3! Introducing the Clash 100 v3 Roland Garros! Boasting the same specs as the standard cosmetic version, this racquet's cosmetic is inspired by the red dirt of Roland Garros. Defined by its uniquely flexible beam, this racquet pairs best-of-class comfort with spin-friendly targeting and ultra-quick handling. With its sub-315 swingweight, this stick is great for scrambling on defense, whipping up spin, and hitting winners on the run. It also comes around fast at net, making it easy to spring into action when opportunity knocks. For 2025, in addition to tightening spec tolerances, Wilson refines the proprietary layup technology that gives the Clash such a uniquely comfortable and responsive feel. It's called SI3D , and it increases horizontal bending (for added dwell time, pocketing, and control) while maximizing vertical bending (for easier access to spin). Additionally, Wilson adds Hit Stabilizer technology for greater torsional stability, resulting in easier access to power and less racquet wobbling on off-center impact. Other updates include minor tweaks to the geometry in the shaft and yoke to facilitate multidirectional bending. Intermediate and advanced players looking for explosive speed, spin-friendly targeting, and arm-friendly comfort will love this one. The unique French Open cosmetic is a nice bonus.",311.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Roland Garros Cosmetic!,Wilson Pro Performance,Wilson,descpageRCWILSON-WC1RG6,100.0,27.0,11.0,12.59,7.0,54.0,24.5,16.0,19.0,47.0,57.0
89,https://www.tennis-warehouse.com/Wilson_Clash_100L_v3/descpageRCWILSON-CL1L3V.html,https://img.tennis-warehouse.com/watermark/rs.php?path=CL1L3V-1.jpg&nw=455,Wilson Clash 100L v3,5.0,1.0,289.0,"Overview Introducing The Clash 100L V3 ! Like the previous version, this update gives dedicated beginners and early intermediate players the perfect entry point into the unique comfort and easy power of the Clash family . As the softest member of its class, the Clash 100L V3 is an obvious choice for those who want an arm-friendly hitting experience. In fact, Wilson has made this version even softer than the previous generation (version 2), recapturing the magical feel of the original version. It's also remarkably fast, making it easier for less advanced players to generate pace and spin. For 2025, in addition to tightening spec tolerances, Wilson refines the proprietary layup technology that gives the Clash such a uniquely comfortable and responsive feel. It's called SI3D , and it maximizes horizontal bending and vertical bending (for added dwell time, comfort, and spin) while maintaining torsional rigidity to reduce wobbling and power loss on off-center impact. Wilson also makes minor updates to the geometry of the shaft and yoke to optimize performance. Ultimately, this update continues to offer an ultra-easy learning curve for improving players . The fact that this model brings back the outstanding feel of the original version is a nice bonus.",301.0,Graphite,Low-Medium,Medium-Full,Medium-Fast,Black/Red,Wilson Pro Performance,Wilson,descpageRCWILSON-CL1L3V,100.0,27.0,10.4,12.79,6.0,54.0,24.5,16.0,19.0,50.0,60.0
